acidize	acidized	V;PST
acidulate	acidulated	V;PST
acierate	acierated	V;PST
acknow	acknew	V;PST
acknowledge	acknowledged	V;PST
acquaint	acquainted	V;PST
acquiesce	acquiesced	V;PST
acquiet	acquieted	V;PST
acquihire	acquihired	V;PST
acquire	acquired	V;PST
acquit	acquited	V;PST
acquit	acquitted	V;PST
acquittance	acquittanced	V;PST
acraze	acrazed	V;PST
acronymise	acronymised	V;PST
acronymize	acronymized	V;PST
acrospire	acrospired	V;PST
act	acted	V;PST
action	actioned	V;PST
actionize	actionized	V;PST
activate	activated	V;PST
actualise	actualised	V;PST
actualize	actualized	V;PST
actuate	actuated	V;PST
acuate	acuated	V;PST
acuminate	acuminated	V;PST
acupunctuate	acupunctuated	V;PST
acupuncture	acupunctured	V;PST
acute	acuted	V;PST
acylate	acylated	V;PST
adapt	adapted	V;PST
adaunt	adaunted	V;PST
adaw	adawed	V;PST
add	added	V;PST
addeem	addeemed	V;PST
addend	addended	V;PST
addict	addicted	V;PST
addle	addled	V;PST
addoom	addoomed	V;PST
address	addressed	V;PST
address	addrest	V;PST
adduce	adduced	V;PST
adduct	adducted	V;PST
addulce	addulced	V;PST
adeem	adeemed	V;PST
adempt	adempted	V;PST
adenylate	adenylated	V;PST
adequate	adequated	V;PST
adhære	adhæred	V;PST
adhere	adhered	V;PST
adhibit	adhibited	V;PST
adhort	adhorted	V;PST
adight	adighted	V;PST
adipocerate	adipocerated	V;PST
adject	adjected	V;PST
adjective	adjectived	V;PST
adjectivise	adjectivised	V;PST
adjectivize	adjectivized	V;PST
adjoin	adjoined	V;PST
adjourn	adjourned	V;PST
adjudg	adjudged	V;PST
adjudge	adjudged	V;PST
adjudicate	adjudicated	V;PST
adjugate	adjugated	V;PST
adjure	adjured	V;PST
adjust	adjusted	V;PST
adjute	adjuted	V;PST
adjuvate	adjuvated	V;PST
adlect	adlected	V;PST
ad-lib	ad-libbed	V;PST
adlib	adlibbed	V;PST
admarginate	admarginated	V;PST
admeasure	admeasured	V;PST
admier	admiered	V;PST
admin	admined	V;PST
admin	adminned	V;PST
administer	administered	V;PST
administrate	administrated	V;PST
administre	administred	V;PST
admire	admired	V;PST
admit	admitted	V;PST
admix	admixed	V;PST
admonish	admonished	V;PST
admove	admoved	V;PST
admynistre	admynistred	V;PST
adnominalise	adnominalised	V;PST
adnominalize	adnominalized	V;PST
adolesce	adolesced	V;PST
adonize	adonized	V;PST
adopt	adopted	V;PST
adorate	adorated	V;PST
adore	adored	V;PST
adorn	adorned	V;PST
adpress	adpressed	V;PST
adraw	adrew	V;PST
adree	adreed	V;PST
adrenalectomise	adrenalectomised	V;PST
adrenalectomize	adrenalectomized	V;PST
adrenalise	adrenalised	V;PST
adrenalize	adrenalized	V;PST
adrogate	adrogated	V;PST
adsignify	adsignified	V;PST
adsorb	adsorbed	V;PST
adsorp	adsorped	V;PST
adstrict	adstricted	V;PST
adulate	adulated	V;PST
adult	adulted	V;PST
adulter	adultered	V;PST
adulterate	adulterated	V;PST
adulterise	adulterised	V;PST
adulterize	adulterized	V;PST
adultize	adultized	V;PST
adumbrate	adumbrated	V;PST
adure	adured	V;PST
advance	advanced	V;PST
advantage	advantaged	V;PST
advaunce	advaunced	V;PST
advect	advected	V;PST
advene	advened	V;PST
adventure	adventured	V;PST
adverbialise	adverbialised	V;PST
adverbialize	adverbialized	V;PST
advert	adverted	V;PST
advertise	advertised	V;PST
advertize	advertized	V;PST
advesperate	advesperated	V;PST
adview	adviewed	V;PST
advise	advised	V;PST
advocate	advocated	V;PST
advoke	advoked	V;PST
adwesch	adwesched	V;PST
adze	adzed	V;PST
ædify	ædified	V;PST
æmulate	æmulated	V;PST
æqual	æqualled	V;PST
æqualize	æqualized	V;PST
æquall	æqualled	V;PST
æquate	æquated	V;PST
æquivocate	æquivocated	V;PST
aerate	aerated	V;PST
aeriate	aeriated	V;PST
aerify	aerified	V;PST
aerobate	aerobated	V;PST
aerobicise	aerobicised	V;PST
aerobicize	aerobicized	V;PST
aerosolise	aerosolised	V;PST
aerosolize	aerosolized	V;PST
æsteem	æsteemed	V;PST
aestheticise	aestheticised	V;PST
æstheticise	æstheticised	V;PST
aestheticize	aestheticized	V;PST
æstheticize	æstheticized	V;PST
æstimate	æstimated	V;PST
aestivate	aestivated	V;PST
æstivate	æstivated	V;PST
aestuate	aestuated	V;PST
æstuate	æstuated	V;PST
afare	afared	V;PST
afare	afore	V;PST
afear	afeared	V;PST
affamish	affamished	V;PST
affatuate	affactuated	V;PST
affear	affeared	V;PST
affect	affected	V;PST
affection	affectioning	V;PST
affectionate	affectionated	V;PST
affeeble	affeebled	V;PST
affeer	affeered	V;PST
affiance	affianced	V;PST
affile	affiled	V;PST
affiliate	affiliated	V;PST
affine	affined	V;PST
affirm	affirmed	V;PST
affix	affixed	V;PST
afflict	afflicted	V;PST
affoard	affoarded	V;PST
affoord	affoorded	V;PST
affor	afforred	V;PST
afforce	afforced	V;PST
afford	afforded	V;PST
afforest	afforested	V;PST
afform	afformed	V;PST
affranchise	affranchised	V;PST
affranchize	affranchised	V;PST
affray	affrayed	V;PST
affreight	affreighted	V;PST
affright	affrighted	V;PST
affrighten	affrightened	V;PST
affront	affronted	V;PST
affuse	affused	V;PST
affy	affied	V;PST
Afghanise	Afghanised	V;PST
Afghanize	Afghanized	V;PST
afoord	afoorded	V;PST
Africanise	Africanised	V;PST
Africanize	Africanized	V;PST
aftercool	aftercooled	V;PST
after-eye	after-eyed	V;PST
aftersee	aftersaw	V;PST
afterthink	afterthought	V;PST
afterthought	afterthoughted	V;PST
againsay	againsaid	V;PST
againstand	againstood	V;PST
agatize	agatized	V;PST
age	aged	V;PST
aggerate	aggerated	V;PST
aggest	aggested	V;PST
agglomerate	agglomerated	V;PST
agglutinate	agglutinated	V;PST
aggrace	aggraced	V;PST
aggrade	aggraded	V;PST
aggrandise	aggrandised	V;PST
aggrandize	aggrandized	V;PST
aggrate	aggrated	V;PST
aggravate	aggravated	V;PST
aggregate	aggregated	V;PST
aggrege	aggreged	V;PST
aggress	aggressed	V;PST
aggrieve	aggrieved	V;PST
aggro	aggroed	V;PST
aggroup	aggrouped	V;PST
agist	agisted	V;PST
agitate	agitated	V;PST
agnise	agnised	V;PST
agnize	agnized	V;PST
agnominate	agnominated	V;PST
agonise	agonised	V;PST
agonize	agonized	V;PST
agrace	agraced	V;PST
agrarianise	agrarianised	V;PST
agrarianize	agrarianized	V;PST
agree	agreed	V;PST
agriculturalise	agriculturalised	V;PST
agriculturalize	agriculturalized	V;PST
agriculturise	agriculturised	V;PST
agriculturize	agriculturized	V;PST
agrise	agrised	V;PST
agrize	agrized	V;PST
ague	agued	V;PST
aguise	aguised	V;PST
ahh	ahhed	V;PST
ahoy	ahoyed	V;PST
aid	aided	V;PST
ail	ailed	V;PST
aim	aimed	V;PST
air	aired	V;PST
air-brush	air-brushed	V;PST
airbrush	airbrushed	V;PST
air-condition	air-conditioned	V;PST
airdash	airdashed	V;PST
air-drop	air-droped	V;PST
airdrop	airdropped	V;PST
air-dry	air-dried	V;PST
airdry	airdried	V;PST
air-freight	air-freighted	V;PST
airfreight	airfreighted	V;PST
air-guitar	air-guitared	V;PST
airlift	airlifted	V;PST
airmail	airmailed	V;PST
airt	airted	V;PST
ajar	ajarred	V;PST
Ajaxify	Ajaxified	V;PST
ake	aked	V;PST
aken	akenned	V;PST
akill	akilled	V;PST
aknow	aknew	V;PST
aks	aksed	V;PST
alarm	alarmed	V;PST
alarum	alarumed	V;PST
Alaskanize	Alaskanized	V;PST
albumenise	albumenised	V;PST
albumenize	albumenized	V;PST
albuminise	albuminised	V;PST
albuminize	albuminized	V;PST
alchemise	alchemised	V;PST
alchemize	alchemized	V;PST
alcoholise	alcoholised	V;PST
alcoholize	alcoholized	V;PST
alegge	alegged	V;PST
alert	alerted	V;PST
algebraicize	algebraicized	V;PST
algebraize	algebraized	V;PST
algorithmize	algorithmized	V;PST
alias	aliased	V;PST
alibi	alibied	V;PST
alien	aliened	V;PST
alienate	alienated	V;PST
aliene	aliened	V;PST
alieve	alieved	V;PST
alight	alighted	V;PST
alight	alit	V;PST
align	aligned	V;PST
aliment	alimented	V;PST
aline	alined	V;PST
aliquot	aliquoted	V;PST
alkalify	alkalified	V;PST
alkalinise	alkalinised	V;PST
alkalinize	alkalinized	V;PST
alkalize	alkalized	V;PST
alkylate	alkylated	V;PST
allay	allayed	V;PST
allect	allected	V;PST
alledg	alledged	V;PST
alledge	alledged	V;PST
allegate	allegated	V;PST
allege	alleged	V;PST
allegorise	allegorised	V;PST
allegorize	allegorized	V;PST
allergise	allergised	V;PST
alleviate	alleviated	V;PST
all-hail	all-hailed	V;PST
alliance	allianced	V;PST
allide	allided	V;PST
alligate	alligated	V;PST
alligator	alligatored	V;PST
allineate	allineated	V;PST
alliterate	alliterated	V;PST
alliterize	alliterized	V;PST
allocate	allocated	V;PST
allocute	allocuted	V;PST
allomother	allomothered	V;PST
allonge	allonged	V;PST
alloo	allooed	V;PST
allot	allotted	V;PST
allotropize	allotropized	V;PST
allow	allowed	V;PST
allowance	allowanced	V;PST
alloy	alloyed	V;PST
allude	alluded	V;PST
allure	allured	V;PST
ally	allied	V;PST
alphabet	alphabeted	V;PST
alphabetise	alphabetised	V;PST
alphabetize	alphabetized	V;PST
alter	altered	V;PST
altercate	altercated	V;PST
alternate	alternated	V;PST
altre	altred	V;PST
alum	alumed	V;PST
aluminise	aluminised	V;PST
aluminize	aluminized	V;PST
aluminumize	aluminumized	V;PST
amain	amained	V;PST
amalgam	amalgamed	V;PST
amalgamate	amalgamated	V;PST
amalgamize	amalgamized	V;PST
amanse	amansed	V;PST
amass	amassed	V;PST
amate	amated	V;PST
amay	amayed	V;PST
amaze	amazed	V;PST
Amazon	Amazoned	V;PST
ambass	ambassed	V;PST
amber	ambered	V;PST
ambiguate	ambiguated	V;PST
ambition	ambitioned	V;PST
amble	ambled	V;PST
ambulate	ambulated	V;PST
ambuscade	ambuscaded	V;PST
ambush	ambushed	V;PST
amel	ameled	V;PST
ameliorate	ameliorated	V;PST
amen	amened	V;PST
amend	amended	V;PST
amenuse	amenused	V;PST
amerce	amerced	V;PST
Americanise	Americanised	V;PST
Americanize	Americanized	V;PST
amese	amesed	V;PST
aminate	aminated	V;PST
amind	aminded	V;PST
amit	amitted	V;PST
ammo	ammoed	V;PST
ammoniate	ammoniated	V;PST
ammonify	ammonified	V;PST
amnesty	amnestied	V;PST
amortise	amortised	V;PST
amortize	amortized	V;PST
amount	amounted	V;PST
amove	amoved	V;PST
amp	amped	V;PST
ampliate	ampliated	V;PST
amplificate	amplificated	V;PST
amplify	amplified	V;PST
amputate	amputated	V;PST
amuse	amused	V;PST
anabaptize	anabaptized	V;PST
anachronize	anachronized	V;PST
anaesthetise	anaesthetised	V;PST
anaesthetize	anaesthetized	V;PST
anæsthetize	anæsthetized	V;PST
anagram	anagrammed	V;PST
anagrammatise	anagrammatised	V;PST
anagrammatize	anagrammatized	V;PST
analogise	analogised	V;PST
analogize	analogized	V;PST
analyse	analysed	V;PST
analyze	analyzed	V;PST
anarchize	anarchized	V;PST
anastomose	anastomosed	V;PST
anathematise	anathematised	V;PST
anathematize	anathematized	V;PST
anatomise	anatomised	V;PST
anatomize	anatomized	V;PST
anchor	anchored	V;PST
anchour	anchoured	V;PST
anchylose	anchylosed	V;PST
and	anded	V;PST
AND	ANDed	V;PST
androgenise	androgenised	V;PST
androgenize	androgenized	V;PST
androgynise	androgynised	V;PST
androgynize	androgynized	V;PST
aneal	anealed	V;PST
anear	aneared	V;PST
anele	aneled	V;PST
anesthetize	anesthetized	V;PST
angel	angeled	V;PST
angelify	angelified	V;PST
angelise	angelised	V;PST
angelize	angelized	V;PST
anger	angered	V;PST
angle	angled	V;PST
anglicise	anglicised	V;PST
anglicize	anglicized	V;PST
Anglify	Anglified	V;PST
angst	angsted	V;PST
anguish	anguished	V;PST
angulate	angulated	V;PST
anhele	anheled	V;PST
anhydrate	anhydrated	V;PST
animadvert	animadverted	V;PST
animalise	animalised	V;PST
animalize	animalized	V;PST
animate	animated	V;PST
ankle	ankled	V;PST
ankylose	ankylosed	V;PST
annalise	annalised	V;PST
annalize	annalized	V;PST
anneal	annealed	V;PST
annex	annexed	V;PST
annexe	annexed	V;PST
annihilate	annihilated	V;PST
annoint	annointed	V;PST
annotate	annotated	V;PST
announce	announced	V;PST
annoy	annoyed	V;PST
annualise	annualised	V;PST
annualize	annualized	V;PST
annul	annulled	V;PST
annumerate	annumerated	V;PST
annunciate	annunciated	V;PST
anodise	anodised	V;PST
anodize	anodized	V;PST
anoil	anoiled	V;PST
anoint	anointed	V;PST
anonymise	anonymised	V;PST
anonymize	anonymized	V;PST
anorn	anorned	V;PST
answer	answered	V;PST
answere	answered	V;PST
antagonise	antagonised	V;PST
antagonize	antagonized	V;PST
ant	anted	V;PST
ante	anted	V;PST
ante	anteed	V;PST
antecede	anteceded	V;PST
antedate	antedated	V;PST
antevert	anteverted	V;PST
antevolate	antevolated	V;PST
anthem	anthemed	V;PST
anthologise	anthologised	V;PST
anthologize	anthologized	V;PST
anthropise	anthropised	V;PST
anthropize	anthropized	V;PST
anthropomorphise	anthropomorphised	V;PST
anthropomorphize	anthropomorphized	V;PST
antialias	antialiased	V;PST
antic	anticked	V;PST
anticipate	anticipated	V;PST
anticize	anticized	V;PST
anticorrelate	anticorrelated	V;PST
anticross	anticrossed	V;PST
antidote	antidoted	V;PST
antifoul	antifouled	V;PST
antioxidise	antioxidised	V;PST
antioxidize	antioxidized	V;PST
antipathise	antipathised	V;PST
antipathize	antipathized	V;PST
antiquarianise	antiquarianised	V;PST
antiquarianize	antiquarianized	V;PST
antiquate	antiquated	V;PST
antique	antiqued	V;PST
antisepticise	antisepticised	V;PST
antisepticize	antisepticized	V;PST
antisymmetrise	antisymmetrised	V;PST
antisymmetrize	antisymmetrized	V;PST
antiterminate	antiterminated	V;PST
antithesise	antithesised	V;PST
antithesize	antithesized	V;PST
anxt	anxted	V;PST
apahack	apahacked	V;PST
apair	apaired	V;PST
apartheidize	apartheidized	V;PST
apay	apaid	V;PST
ape	aped	V;PST
aphetize	aphetized	V;PST
aphorise	aphorised	V;PST
aphorize	aphorized	V;PST
apocopate	apocopated	V;PST
apodize	apodized	V;PST
apologise	apologised	V;PST
apologize	apologized	V;PST
apostatise	apostatised	V;PST
apostatize	apostatized	V;PST
apostemate	apostemated	V;PST
apostille	apostilled	V;PST
apostrophise	apostrophised	V;PST
apostrophize	apostrophized	V;PST
apothegmatize	apothegmatized	V;PST
apotheosise	apotheosised	V;PST
apotheosize	apotheosized	V;PST
appair	appaired	V;PST
appal	appalled	V;PST
appall	appalled	V;PST
apparate	apparated	V;PST
apparel	appareled	V;PST
apparel	apparelled	V;PST
appeach	appeached	V;PST
appeal	appealed	V;PST
appeall	appealled	V;PST
appear	appeared	V;PST
appease	appeased	V;PST
appel	appeled	V;PST
append	appended	V;PST
apperceive	apperceived	V;PST
appertain	appertained	V;PST
appetise	appetised	V;PST
appetize	appetized	V;PST
applaud	applauded	V;PST
apple-polish	apple-polished	V;PST
applicate	applicated	V;PST
applique	appliqued	V;PST
appliqué	appliquéd	V;PST
appliqué	appliquéed	V;PST
applot	applotted	V;PST
apply	applied	V;PST
appoint	appointed	V;PST
apportion	apportioned	V;PST
appose	apposed	V;PST
appraise	appraised	V;PST
appreciate	appreciated	V;PST
apprecihate	apprecihated	V;PST
apprehend	apprehended	V;PST
apprentice	apprenticed	V;PST
apprentise	apprentised	V;PST
appress	appressed	V;PST
appretiate	appretiated	V;PST
apprise	apprised	V;PST
apprize	apprized	V;PST
approach	approached	V;PST
approbate	approbated	V;PST
appropinquate	appropinquated	V;PST
approportionate	approportionated	V;PST
appropriate	appropriated	V;PST
approve	approved	V;PST
approximate	approximated	V;PST
apricate	apricated	V;PST
April-fool	April-fooled	V;PST
aquacise	aquacised	V;PST
aqualung	aqualunged	V;PST
aquaplane	aquaplaned	V;PST
aquascape	aquascaped	V;PST
aquatint	aquatinted	V;PST
Arabianize	Arabianized	V;PST
Arabicize	Arabicized	V;PST
Arabise	Arabised	V;PST
Arabize	Arabized	V;PST
arace	araced	V;PST
arage	araged	V;PST
araise	araised	V;PST
arbiter	arbitered	V;PST
arbitrage	arbitraged	V;PST
arbitrate	arbitrated	V;PST
arboresce	arboresced	V;PST
arborise	arborised	V;PST
arborize	arborized	V;PST
'arbour	'arboured	V;PST
arc	arced	V;PST
arc	arcked	V;PST
archaicise	archaicised	V;PST
archaicize	archaicized	V;PST
archaise	archaised	V;PST
archaize	archaized	V;PST
arch	arched	V;PST
archetype	archetyped	V;PST
architect	architected	V;PST
archive	archived	V;PST
arcticize	arcticized	V;PST
arcweld	arcwelded	V;PST
aread	ared	V;PST
arear	areared	V;PST
arefy	arefied	V;PST
aret	aretted	V;PST
argle-bargle	argle-bargled	V;PST
argue	argued	V;PST
argufy	argufied	V;PST
argumentize	argumentized	V;PST
argy-bargy	argy-bargied	V;PST
Arianize	Arianized	V;PST
aright	arighted	V;PST
arise	arose	V;PST
arize	aroze	V;PST
arm	armed	V;PST
armor	armored	V;PST
armour	armoured	V;PST
arm-twist	arm-twisted	V;PST
arm-wrestle	arm-wrestled	V;PST
aroint	arointed	V;PST
aromatise	aromatised	V;PST
aromatize	aromatized	V;PST
arouse	aroused	V;PST
aroynt	aroynted	V;PST
arpeggiate	arpeggiated	V;PST
arraign	arraigned	V;PST
arrange	arranged	V;PST
array	arrayed	V;PST
arread	arread	V;PST
arrect	arrected	V;PST
arrest	arrested	V;PST
arride	arrided	V;PST
arrive	arrived	V;PST
arrogate	arrogated	V;PST
arrose	arrosed	V;PST
arrow	arrowed	V;PST
arse	arsed	V;PST
arsenicate	arsenicated	V;PST
arsle	arsled	V;PST
arterialize	arterialized	V;PST
article	articled	V;PST
articulate	articulated	V;PST
artifactualize	artifactualized	V;PST
artificialize	artificialized	V;PST
artuate	artuated	V;PST
Aryanize	Aryanized	V;PST
arylate	arylated	V;PST
ASBO	ASBOed	V;PST
ascend	ascended	V;PST
ascerbate	ascerbated	V;PST
ascertain	ascertained	V;PST
asciify	asciified	V;PST
ASCIIfy	ASCIIfied	V;PST
ascribe	ascribed	V;PST
asepticize	asepticized	V;PST
asexualise	asexualised	V;PST
asexualize	asexualized	V;PST
ashame	ashamed	V;PST
ash	ashed	V;PST
Asianize	Asianized	V;PST
ask	asked	V;PST
aske	asked	V;PST
aslake	aslaked	V;PST
asperate	asperated	V;PST
asperse	aspersed	V;PST
asphalt	asphalted	V;PST
asphyxiate	asphyxiated	V;PST
aspirate	aspirated	V;PST
aspire	aspired	V;PST
asplode	asploded	V;PST
assail	assailed	V;PST
assaile	assailed	V;PST
assain	assained	V;PST
assart	assarted	V;PST
assassin	assassined	V;PST
assassinate	assassinated	V;PST
assault	assaulted	V;PST
assay	assayed	V;PST
assecure	assecured	V;PST
assegai	assegaied	V;PST
assemble	assembled	V;PST
assent	assented	V;PST
assert	asserted	V;PST
assess	assessed	V;PST
assever	assevered	V;PST
asseverate	asseverated	V;PST
assfuck	assfucked	V;PST
asshure	asshured	V;PST
assibilate	assibilated	V;PST
assiege	assieged	V;PST
assign	assigned	V;PST
assimilate	assimilated	V;PST
assimulate	assimulated	V;PST
assistant-manage	assistant-managed	V;PST
assist	assisted	V;PST
assle	assled	V;PST
associate	associated	V;PST
assoil	assoiled	V;PST
assoilzie	assoilzed	V;PST
assoilzie	assoilzied	V;PST
assonate	assonated	V;PST
assort	assorted	V;PST
assot	assotted	V;PST
assoyle	assoyled	V;PST
assplant	assplanted	V;PST
ass-rape	ass-raped	V;PST
assrape	assraped	V;PST
assrun	assran	V;PST
assuage	assuaged	V;PST
assubjugate	assubjugated	V;PST
assume	assumed	V;PST
assumpt	assumpted	V;PST
assure	assured	V;PST
asswage	asswaged	V;PST
astand	astood	V;PST
astart	astarted	V;PST
asterisk	asterisked	V;PST
astipulate	astipulated	V;PST
astonish	astonished	V;PST
astony	astonied	V;PST
astound	astounded	V;PST
astrict	astricted	V;PST
astringe	astringed	V;PST
astrogate	astrogated	V;PST
astrologize	astrologized	V;PST
astronomize	astronomized	V;PST
astroturf	astroturfed	V;PST
Astroturf	Astroturfed	V;PST
asymptote	asymptoted	V;PST
atchieve	atchieved	V;PST
atend	atended	V;PST
atene	atened	V;PST
atgo	atwent	V;PST
atheise	atheised	V;PST
atheize	atheized	V;PST
athetize	athetized	V;PST
atomise	atomised	V;PST
atomize	atomized	V;PST
atone	atoned	V;PST
atray	atrayed	V;PST
atreach	atraught	V;PST
atreach	atreached	V;PST
atrede	atredd	V;PST
atrede	atred	V;PST
atren	atrenned	V;PST
atride	atrode	V;PST
atrin	atran	V;PST
atrine	atrined	V;PST
atrine	atrone	V;PST
atrist	atristed	V;PST
atroke	atroked	V;PST
atrophy	atrophied	V;PST
atrout	atrouted	V;PST
atsake	atsook	V;PST
atscape	atscaped	V;PST
atseek	atsought	V;PST
atshake	atshook	V;PST
atshoot	atshot	V;PST
atsit	atsat	V;PST
atsit	atseet	V;PST
atslike	atsliked	V;PST
atslip	atslipped	V;PST
atslip	atslope	V;PST
atspring	atsprang	V;PST
atstand	atstood	V;PST
atstert	atsterted	V;PST
atstunt	atstunted	V;PST
atstut	atstutted	V;PST
attach	attached	V;PST
attack	attacked	V;PST
attain	attained	V;PST
attaint	attainted	V;PST
attal	attaled	V;PST
attal	attalled	V;PST
attame	attamed	V;PST
attaminate	attaminated	V;PST
attask	attasked	V;PST
attaste	attasted	V;PST
attediate	attediated	V;PST
attemperate	attemperated	V;PST
attemper	attempered	V;PST
attempre	attempred	V;PST
attempt	attempted	V;PST
attend	attended	V;PST
attenuate	attenuated	V;PST
atter	attered	V;PST
atterrate	atterrated	V;PST
attest	attested	V;PST
Atticize	Atticized	V;PST
attinge	attinged	V;PST
attire	attired	V;PST
attitude	attituded	V;PST
attitudinise	attitudinised	V;PST
attitudinize	attitudinized	V;PST
attorn	attorned	V;PST
attract	attracted	V;PST
attrap	attrapped	V;PST
attribute	attributed	V;PST
attrist	attristed	V;PST
attrit	attritted	V;PST
attrite	attrited	V;PST
attuite	attuited	V;PST
attune	attuned	V;PST
atwind	atwound	V;PST
atwite	atwited	V;PST
auction	auctioned	V;PST
auctioneer	auctioneered	V;PST
audible	audibled	V;PST
audioconference	audioconferenced	V;PST
audiotape	audiotaped	V;PST
audit	audited	V;PST
audition	auditioned	V;PST
auger	augered	V;PST
aught	aughted	V;PST
augle	augled	V;PST
augment	augmented	V;PST
augurate	augurated	V;PST
augur	augured	V;PST
august	augusted	V;PST
aumail	aumailed	V;PST
aunswer	aunswered	V;PST
aurify	aurified	V;PST
auscultate	auscultated	V;PST
